movieId,avg_rating,count_rating,overall_avg_rating,title,genres,genres_array,no_of_genres
49,3.0,1,3.262448274810963,When Night Is Falling (1995),Drama|Romance,"['Drama', 'Romance']",2
50,4.237745098039215,204,3.262448274810963,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,"['Crime', 'Mystery', 'Thriller']",3
52,3.4642857142857144,28,3.262448274810963,Mighty Aphrodite (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3
53,5.0,2,3.262448274810963,Lamerica (1994),Adventure|Drama,"['Adventure', 'Drama']",2
54,2.3333333333333335,3,3.262448274810963,"Big Green, The (1995)",Children|Comedy,"['Children', 'Comedy']",2
55,4.0,1,3.262448274810963,Georgia (1995),Drama,['Drama'],1
57,3.0625,8,3.262448274810963,Home for the Holidays (1995),Drama,['Drama'],1
58,4.027027027027027,37,3.262448274810963,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3
60,3.235294117647059,34,3.262448274810963,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",3
61,3.75,6,3.262448274810963,Eye for an Eye (1996),Drama|Thriller,"['Drama', 'Thriller']",2
62,3.70625,80,3.262448274810963,Mr. Holland's Opus (1995),Drama,['Drama'],1
63,2.7142857142857144,7,3.262448274810963,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,"['Comedy', 'Crime']",2
64,2.2,5,3.262448274810963,Two if by Sea (1996),Comedy|Romance,"['Comedy', 'Romance']",2
65,2.532258064516129,31,3.262448274810963,Bio-Dome (1996),Comedy,['Comedy'],1
66,2.5,9,3.262448274810963,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",3
68,3.4,5,3.262448274810963,French Twist (Gazon maudit) (1995),Comedy|Romance,"['Comedy', 'Romance']",2
69,3.775,20,3.262448274810963,Friday (1995),Comedy,['Comedy'],1
70,3.5090909090909093,55,3.262448274810963,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,"['Action', 'Comedy', 'Horror', 'Thriller']",4
71,1.7,5,3.262448274810963,Fair Game (1995),Action,['Action'],1
72,3.2142857142857144,7,3.262448274810963,Kicking and Screaming (1995),Comedy|Drama,"['Comedy', 'Drama']",2
73,3.4615384615384617,13,3.262448274810963,"Misérables, Les (1995)",Drama|War,"['Drama', 'War']",2
74,4.0,8,3.262448274810963,Bed of Roses (1996),Drama|Romance,"['Drama', 'Romance']",2
75,2.2,5,3.262448274810963,Big Bully (1996),Comedy|Drama,"['Comedy', 'Drama']",2
76,3.4,15,3.262448274810963,Screamers (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",3
77,4.0,1,3.262448274810963,Nico Icon (1995),Documentary,['Documentary'],1
78,3.3333333333333335,3,3.262448274810963,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",4
79,2.764705882352941,17,3.262448274810963,"Juror, The (1996)",Drama|Thriller,"['Drama', 'Thriller']",2
80,4.0,2,3.262448274810963,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,"['Children', 'Drama']",2
81,3.107142857142857,14,3.262448274810963,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,"['Crime', 'Drama', 'Romance']",3
82,3.875,8,3.262448274810963,Antonia's Line (Antonia) (1995),Comedy|Drama,"['Comedy', 'Drama']",2
83,3.0,1,3.262448274810963,Once Upon a Time... When We Were Colored (1995),Drama|Romance,"['Drama', 'Romance']",2
85,3.857142857142857,7,3.262448274810963,Angels and Insects (1995),Drama|Romance,"['Drama', 'Romance']",2
86,3.966666666666667,15,3.262448274810963,White Squall (1996),Action|Adventure|Drama,"['Action', 'Adventure', 'Drama']",3
87,2.5,7,3.262448274810963,Dunston Checks In (1996),Children|Comedy,"['Children', 'Comedy']",2
88,3.15625,16,3.262448274810963,Black Sheep (1996),Comedy,['Comedy'],1
89,3.25,10,3.262448274810963,Nick of Time (1995),Action|Thriller,"['Action', 'Thriller']",2
92,2.625,8,3.262448274810963,Mary Reilly (1996),Drama|Horror|Thriller,"['Drama', 'Horror', 'Thriller']",3
93,2.8333333333333335,9,3.262448274810963,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"['Comedy', 'Horror', 'Romance']",3
94,3.95,10,3.262448274810963,Beautiful Girls (1996),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3
95,3.0238095238095237,84,3.262448274810963,Broken Arrow (1996),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",3
96,3.5,1,3.262448274810963,In the Bleak Midwinter (1995),Comedy|Drama,"['Comedy', 'Drama']",2
97,3.9,10,3.262448274810963,"Hate (Haine, La) (1995)",Crime|Drama,"['Crime', 'Drama']",2
99,5.0,2,3.262448274810963,Heidi Fleiss: Hollywood Madam (1995),Documentary,['Documentary'],1
100,2.7857142857142856,14,3.262448274810963,City Hall (1996),Drama|Thriller,"['Drama', 'Thriller']",2
101,3.782608695652174,23,3.262448274810963,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"['Adventure', 'Comedy', 'Crime', 'Romance']",4
102,2.4,5,3.262448274810963,Mr. Wrong (1996),Comedy,['Comedy'],1
103,3.0,3,3.262448274810963,Unforgettable (1996),Mystery|Sci-Fi|Thriller,"['Mystery', 'Sci-Fi', 'Thriller']",3
104,3.4393939393939394,99,3.262448274810963,Happy Gilmore (1996),Comedy,['Comedy'],1
105,3.282608695652174,23,3.262448274810963,"Bridges of Madison County, The (1995)",Drama|Romance,"['Drama', 'Romance']",2
106,4.0,1,3.262448274810963,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,"['Comedy', 'Drama']",2
107,3.326923076923077,26,3.262448274810963,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,"['Adventure', 'Children', 'Comedy', 'Musical']",4
108,4.0,1,3.262448274810963,Catwalk (1996),Documentary,['Documentary'],1
110,4.031645569620253,237,3.262448274810963,Braveheart (1995),Action|Drama|War,"['Action', 'Drama', 'War']",3
111,4.105769230769231,104,3.262448274810963,Taxi Driver (1976),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",3
112,3.5434782608695654,46,3.262448274810963,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",4
113,3.3333333333333335,3,3.262448274810963,Before and After (1996),Drama|Mystery,"['Drama', 'Mystery']",2
116,3.9,5,3.262448274810963,Anne Frank Remembered (1995),Documentary,['Documentary'],1
117,3.0,1,3.262448274810963,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"['Crime', 'Drama']",2
118,2.5,2,3.262448274810963,If Lucy Fell (1996),Comedy|Romance,"['Comedy', 'Romance']",2
119,3.0,2,3.262448274810963,"Steal Big, Steal Little (1995)",Comedy,['Comedy'],1
121,4.0,2,3.262448274810963,"Boys of St. Vincent, The (1992)",Drama,['Drama'],1
122,2.65625,16,3.262448274810963,Boomerang (1992),Comedy|Romance,"['Comedy', 'Romance']",2
123,4.375,4,3.262448274810963,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,"['Drama', 'Mystery', 'Romance']",3
125,3.5833333333333335,12,3.262448274810963,Flirting With Disaster (1996),Comedy,['Comedy'],1
126,2.0,7,3.262448274810963,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",3
128,3.0,1,3.262448274810963,Jupiter's Wife (1994),Documentary,['Documentary'],1
129,2.0,1,3.262448274810963,Pie in the Sky (1996),Comedy|Romance,"['Comedy', 'Romance']",2
132,2.8333333333333335,6,3.262448274810963,Jade (1995),Thriller,['Thriller'],1
135,2.9516129032258065,31,3.262448274810963,Down Periscope (1996),Comedy,['Comedy'],1
137,3.0,1,3.262448274810963,Man of the Year (1995),Documentary,['Documentary'],1
140,3.5,16,3.262448274810963,Up Close and Personal (1996),Drama|Romance,"['Drama', 'Romance']",2
141,3.494186046511628,86,3.262448274810963,"Birdcage, The (1996)",Comedy,['Comedy'],1
144,3.3333333333333335,12,3.262448274810963,"Brothers McMullen, The (1995)",Comedy,['Comedy'],1
145,3.2450980392156863,51,3.262448274810963,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",5
146,3.3333333333333335,3,3.262448274810963,"Amazing Panda Adventure, The (1995)",Adventure|Children,"['Adventure', 'Children']",2
147,3.466666666666667,15,3.262448274810963,"Basketball Diaries, The (1995)",Drama,['Drama'],1
148,5.0,1,3.262448274810963,"Awfully Big Adventure, An (1995)",Drama,['Drama'],1
149,2.0,1,3.262448274810963,Amateur (1994),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",3
150,3.845771144278607,201,3.262448274810963,Apollo 13 (1995),Adventure|Drama|IMAX,"['Adventure', 'Drama', 'IMAX']",3
151,3.5454545454545454,44,3.262448274810963,Rob Roy (1995),Action|Drama|Romance|War,"['Action', 'Drama', 'Romance', 'War']",4
152,1.5,2,3.262448274810963,"Addiction, The (1995)",Drama|Horror,"['Drama', 'Horror']",2
153,2.9160583941605838,137,3.262448274810963,Batman Forever (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",4
154,3.875,12,3.262448274810963,Beauty of the Day (Belle de jour) (1967),Drama,['Drama'],1
155,2.4166666666666665,6,3.262448274810963,Beyond Rangoon (1995),Adventure|Drama|War,"['Adventure', 'Drama', 'War']",3
156,3.3333333333333335,3,3.262448274810963,Blue in the Face (1995),Comedy|Drama,"['Comedy', 'Drama']",2
157,2.8636363636363638,11,3.262448274810963,Canadian Bacon (1995),Comedy|War,"['Comedy', 'War']",2
158,2.806451612903226,62,3.262448274810963,Casper (1995),Adventure|Children,"['Adventure', 'Children']",2
159,2.892857142857143,14,3.262448274810963,Clockers (1995),Crime|Drama|Mystery,"['Crime', 'Drama', 'Mystery']",3
160,2.8771929824561404,57,3.262448274810963,Congo (1995),Action|Adventure|Mystery|Sci-Fi,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",4
161,3.6359223300970873,103,3.262448274810963,Crimson Tide (1995),Drama|Thriller|War,"['Drama', 'Thriller', 'War']",3
162,4.205882352941177,17,3.262448274810963,Crumb (1994),Documentary,['Documentary'],1
163,3.5606060606060606,66,3.262448274810963,Desperado (1995),Action|Romance|Western,"['Action', 'Romance', 'Western']",3
164,3.3214285714285716,14,3.262448274810963,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",4
165,3.5555555555555554,144,3.262448274810963,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",3
166,2.8333333333333335,3,3.262448274810963,"Doom Generation, The (1995)",Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']",3
168,3.0833333333333335,54,3.262448274810963,First Knight (1995),Action|Drama|Romance,"['Action', 'Drama', 'Romance']",3
169,2.4,10,3.262448274810963,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,"['Adventure', 'Children', 'Drama']",3
170,3.2285714285714286,35,3.262448274810963,Hackers (1995),Action|Adventure|Crime|Thriller,"['Action', 'Adventure', 'Crime', 'Thriller']",4
171,3.8333333333333335,6,3.262448274810963,Jeffrey (1995),Comedy|Drama,"['Comedy', 'Drama']",2
172,2.6792452830188678,53,3.262448274810963,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",3
173,2.6693548387096775,62,3.262448274810963,Judge Dredd (1995),Action|Crime|Sci-Fi,"['Action', 'Crime', 'Sci-Fi']",3
174,2.7,10,3.262448274810963,Jury Duty (1995),Comedy,['Comedy'],1
175,3.975,20,3.262448274810963,Kids (1995),Drama,['Drama'],1
176,4.3076923076923075,13,3.262448274810963,Living in Oblivion (1995),Comedy,['Comedy'],1
177,2.75,8,3.262448274810963,Lord of Illusions (1995),Horror,['Horror'],1
178,1.0,1,3.262448274810963,Love & Human Remains (1993),Comedy|Drama,"['Comedy', 'Drama']",2
179,1.5,2,3.262448274810963,Mad Love (1995),Drama|Romance,"['Drama', 'Romance']",2
180,3.4027777777777777,36,3.262448274810963,Mallrats (1995),Comedy|Romance,"['Comedy', 'Romance']",2
181,2.264705882352941,17,3.262448274810963,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,"['Action', 'Children']",2
183,3.5,2,3.262448274810963,Mute Witness (1994),Comedy|Horror|Thriller,"['Comedy', 'Horror', 'Thriller']",3
184,3.5,2,3.262448274810963,Nadja (1994),Drama,['Drama'],1
185,3.0401785714285716,112,3.262448274810963,"Net, The (1995)",Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",3
186,2.8229166666666665,48,3.262448274810963,Nine Months (1995),Comedy|Romance,"['Comedy', 'Romance']",2
187,4.125,4,3.262448274810963,Party Girl (1995),Comedy,['Comedy'],1
188,3.4583333333333335,12,3.262448274810963,"Prophecy, The (1995)",Fantasy|Horror|Mystery,"['Fantasy', 'Horror', 'Mystery']",3
189,3.0,1,3.262448274810963,Reckless (1995),Comedy|Fantasy,"['Comedy', 'Fantasy']",2
190,2.8,5,3.262448274810963,Safe (1995),Thriller,['Thriller'],1
191,2.4166666666666665,6,3.262448274810963,"Scarlet Letter, The (1995)",Drama|Romance,"['Drama', 'Romance']",2
193,2.4714285714285715,35,3.262448274810963,Showgirls (1995),Drama,['Drama'],1
194,3.6666666666666665,18,3.262448274810963,Smoke (1995),Comedy|Drama,"['Comedy', 'Drama']",2
195,3.1,10,3.262448274810963,Something to Talk About (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3
196,2.6666666666666665,45,3.262448274810963,Species (1995),Horror|Sci-Fi,"['Horror', 'Sci-Fi']",2
198,3.25,28,3.262448274810963,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",6
199,4.125,4,3.262448274810963,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,"['Drama', 'Musical', 'Romance']",3
201,3.0,1,3.262448274810963,Three Wishes (1995),Drama|Fantasy,"['Drama', 'Fantasy']",2
202,3.0,1,3.262448274810963,Total Eclipse (1995),Drama|Romance,"['Drama', 'Romance']",2
203,3.4318181818181817,22,3.262448274810963,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,['Comedy'],1
204,2.716666666666667,30,3.262448274810963,Under Siege 2: Dark Territory (1995),Action,['Action'],1
205,3.1666666666666665,9,3.262448274810963,Unstrung Heroes (1995),Comedy|Drama,"['Comedy', 'Drama']",2
206,3.0,2,3.262448274810963,Unzipped (1995),Documentary,['Documentary'],1
207,3.4285714285714284,21,3.262448274810963,"Walk in the Clouds, A (1995)",Drama|Romance,"['Drama', 'Romance']",2
208,2.9130434782608696,115,3.262448274810963,Waterworld (1995),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",3
209,3.1666666666666665,3,3.262448274810963,White Man's Burden (1995),Drama,['Drama'],1
210,3.0,4,3.262448274810963,Wild Bill (1995),Western,['Western'],1
211,3.5,2,3.262448274810963,"Browning Version, The (1994)",Drama,['Drama'],1
212,3.0,3,3.262448274810963,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,"['Adventure', 'Comedy', 'Crime', 'Mystery']",4
213,3.8333333333333335,6,3.262448274810963,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,['Drama'],1
214,4.0,2,3.262448274810963,Before the Rain (Pred dozhdot) (1994),Drama|War,"['Drama', 'War']",2
215,4.041666666666667,24,3.262448274810963,Before Sunrise (1995),Drama|Romance,"['Drama', 'Romance']",2
216,3.326530612244898,49,3.262448274810963,Billy Madison (1995),Comedy,['Comedy'],1
217,2.3333333333333335,6,3.262448274810963,"Babysitter, The (1995)",Drama|Thriller,"['Drama', 'Thriller']",2
218,3.4285714285714284,14,3.262448274810963,Boys on the Side (1995),Comedy|Drama,"['Comedy', 'Drama']",2
219,3.0,1,3.262448274810963,"Cure, The (1995)",Drama,['Drama'],1
220,3.0,1,3.262448274810963,Castle Freak (1995),Horror,['Horror'],1
222,3.75,16,3.262448274810963,Circle of Friends (1995),Drama|Romance,"['Drama', 'Romance']",2
223,3.855769230769231,104,3.262448274810963,Clerks (1994),Comedy,['Comedy'],1
224,3.6125,40,3.262448274810963,Don Juan DeMarco (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3
225,3.5384615384615383,52,3.262448274810963,Disclosure (1994),Drama|Thriller,"['Drama', 'Thriller']",2
227,2.8636363636363638,22,3.262448274810963,Drop Zone (1994),Action|Thriller,"['Action', 'Thriller']",2
228,2.3333333333333335,3,3.262448274810963,Destiny Turns on the Radio (1995),Comedy,['Comedy'],1
229,3.4285714285714284,7,3.262448274810963,Death and the Maiden (1994),Drama|Thriller,"['Drama', 'Thriller']",2
230,3.3958333333333335,24,3.262448274810963,Dolores Claiborne (1995),Drama|Thriller,"['Drama', 'Thriller']",2
231,3.0601503759398496,133,3.262448274810963,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,"['Adventure', 'Comedy']",2
232,3.892857142857143,14,3.262448274810963,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3
233,3.5,12,3.262448274810963,Exotica (1994),Drama,['Drama'],1
234,2.588235294117647,17,3.262448274810963,Exit to Eden (1994),Comedy,['Comedy'],1
235,3.6785714285714284,70,3.262448274810963,Ed Wood (1994),Comedy|Drama,"['Comedy', 'Drama']",2
236,3.477777777777778,45,3.262448274810963,French Kiss (1995),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']",3
237,3.340909090909091,22,3.262448274810963,Forget Paris (1995),Comedy|Romance,"['Comedy', 'Romance']",2
238,4.0,2,3.262448274810963,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,"['Adventure', 'Children']",2
239,3.0,17,3.262448274810963,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"['Animation', 'Children', 'Comedy', 'Romance']",4
240,2.375,4,3.262448274810963,Hideaway (1995),Thriller,['Thriller'],1
241,4.0,1,3.262448274810963,Fluke (1995),Children|Drama,"['Children', 'Drama']",2
242,3.6,5,3.262448274810963,Farinelli: il castrato (1994),Drama|Musical,"['Drama', 'Musical']",2
243,3.0,1,3.262448274810963,Gordy (1995),Children|Comedy|Fantasy,"['Children', 'Comedy', 'Fantasy']",3
246,4.293103448275862,29,3.262448274810963,Hoop Dreams (1994),Documentary,['Documentary'],1
247,3.9285714285714284,21,3.262448274810963,Heavenly Creatures (1994),Crime|Drama,"['Crime', 'Drama']",2
248,3.176470588235294,17,3.262448274810963,Houseguest (1994),Comedy,['Comedy'],1
249,3.7222222222222223,18,3.262448274810963,Immortal Beloved (1994),Drama|Romance,"['Drama', 'Romance']",2
250,2.5,6,3.262448274810963,Heavyweights (Heavy Weights) (1995),Children|Comedy,"['Children', 'Comedy']",2
251,3.0,3,3.262448274810963,"Hunted, The (1995)",Action,['Action'],1
252,3.453488372093023,43,3.262448274810963,I.Q. (1994),Comedy|Romance,"['Comedy', 'Romance']",2
253,3.458715596330275,109,3.262448274810963,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,"['Drama', 'Horror']",2
254,3.0,1,3.262448274810963,Jefferson in Paris (1995),Drama,['Drama'],1
255,2.0714285714285716,7,3.262448274810963,"Jerky Boys, The (1995)",Comedy,['Comedy'],1
256,2.8285714285714287,35,3.262448274810963,Junior (1994),Comedy|Sci-Fi,"['Comedy', 'Sci-Fi']",2
257,3.5,14,3.262448274810963,Just Cause (1995),Mystery|Thriller,"['Mystery', 'Thriller']",2
258,2.6,10,3.262448274810963,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",5
259,3.2,5,3.262448274810963,Kiss of Death (1995),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",3
260,4.231075697211155,251,3.262448274810963,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",3
261,3.880952380952381,42,3.262448274810963,Little Women (1994),Drama,['Drama'],1
262,3.9047619047619047,21,3.262448274810963,"Little Princess, A (1995)",Children|Drama,"['Children', 'Drama']",2
263,4.0,1,3.262448274810963,Ladybird Ladybird (1994),Drama,['Drama'],1
265,3.9393939393939394,33,3.262448274810963,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,"['Drama', 'Fantasy', 'Romance']",3
266,3.3970588235294117,68,3.262448274810963,Legends of the Fall (1994),Drama|Romance|War|Western,"['Drama', 'Romance', 'War', 'Western']",4
267,2.9411764705882355,17,3.262448274810963,Major Payne (1995),Comedy,['Comedy'],1
269,3.0,2,3.262448274810963,My Crazy Life (Mi vida loca) (1993),Drama,['Drama'],1
270,3.4,5,3.262448274810963,Love Affair (1994),Drama|Romance,"['Drama', 'Romance']",2
271,3.5,4,3.262448274810963,Losing Isaiah (1995),Drama,['Drama'],1
272,3.7580645161290325,31,3.262448274810963,"Madness of King George, The (1994)",Comedy|Drama,"['Comedy', 'Drama']",2
273,2.9464285714285716,28,3.262448274810963,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,"['Drama', 'Horror', 'Sci-Fi']",3
274,2.9285714285714284,7,3.262448274810963,Man of the House (1995),Comedy,['Comedy'],1
275,2.0,6,3.262448274810963,Mixed Nuts (1994),Comedy,['Comedy'],1
276,3.25,22,3.262448274810963,Milk Money (1994),Comedy|Romance,"['Comedy', 'Romance']",2
277,3.223684210526316,38,3.262448274810963,Miracle on 34th Street (1994),Drama,['Drama'],1
278,1.5,2,3.262448274810963,Miami Rhapsody (1995),Comedy,['Comedy'],1
279,3.0,2,3.262448274810963,My Family (1995),Drama,['Drama'],1
280,4.076923076923077,13,3.262448274810963,Murder in the First (1995),Drama|Thriller,"['Drama', 'Thriller']",2
